,u,v,length,highway,name,maxspeed
0,62829161,1618037846,325.16213557527146,trunk,"['南浦大桥', '内环高架路']",60
1,62829161,482734405,290.0811832567465,trunk_link,,
2,62901911,9850907381,272.7961042609596,trunk_link,,
3,62901921,467035962,70.5482717419472,trunk_link,,
4,62901921,62901911,306.36832611455105,trunk_link,,
5,62901922,62901921,9.693567492262076,trunk_link,,
6,62901934,62901922,97.63587227252584,trunk_link,,
7,62901934,86784826,260.5321686011465,trunk_link,,
8,62901945,467035969,25.325098601015654,trunk_link,,
9,62901945,71055357,60.55767437573725,trunk_link,,
10,62901951,62901945,322.79165448165827,trunk_link,,
11,62901951,86784828,955.0423384173845,trunk,南北高架路,
12,62917024,477597199,154.18511011449382,residential,成都南路,
13,62917024,479307593,154.73325381812728,residential,成都南路,
14,62917024,477598679,237.1253161740582,tertiary,长乐路,
15,62917024,109426242,408.7591689001555,tertiary,长乐路,
16,62917031,850283413,165.0618272665756,primary,延安中路,
17,62917034,4987519209,40.556747081142575,primary_link,,
18,62917034,62917031,150.94486942633728,primary,延安中路,
19,63279232,1723132702,467.39251747460133,trunk_link,,
20,63279265,648620800,574.9874883032487,trunk,南北高架路,
21,63279265,7602463530,82.08611885685306,trunk_link,新闸路出口,40
22,63283237,640008088,11.037677665611506,secondary,石门二路,
23,63283237,109652252,20.254072199601232,secondary,新闸路,
24,63283241,9339213757,144.9640040088776,residential,泰兴路,
25,63283241,94821548,12.588414576110642,secondary,新闸路,
26,63283241,109652287,343.80463369985097,secondary,新闸路,
27,63283246,495832245,310.3175440952546,secondary,江宁路,
28,63283246,554132715,215.68338168461872,secondary,江宁路,
29,63283246,554132623,202.5009019085458,secondary,新闸路,
30,63283246,63283249,167.72513533469117,secondary,新闸路,
31,63283249,1490098826,229.28677877187988,secondary,新闸路,
32,63283249,132369185,311.9684334521523,secondary,陕西北路,
33,63283249,63283246,167.72513533469117,secondary,新闸路,
34,63288812,83316739,308.8677828972863,trunk_link,,
35,63298507,8836021694,173.5834501489696,primary,世纪大道,
36,63302402,63302403,41.755421595485736,secondary,东昌路,
37,63302402,495771171,17.75025511421738,secondary,浦城路,
38,63302403,848698213,201.96636186161618,secondary,东昌路,
39,63302403,624738555,1862.3014452325506,secondary,人民路隧道,40
40,63303824,495772552,11.663969146887762,secondary,陆家嘴环路,
41,63303824,8895364633,164.98190009316718,tertiary,东泰路,
42,63303828,495771120,16.139712787749414,secondary,陆家嘴环路,
43,63303828,495771302,211.323908821927,secondary,银城中路,
44,63305187,495771117,21.33689277246476,tertiary,花园石桥路,
45,63305187,848698010,21.113215716190997,secondary,银城中路,
46,63308065,1785697720,39.05051853027256,secondary,世纪大道,
47,63308065,63308068,43.978558115275,secondary,陆家嘴环岛,
48,63308068,1785697732,6.028579415159161,secondary,陆家嘴环岛,
49,63308072,63308075,39.43621088268459,secondary,陆家嘴环岛,
50,63308075,84487112,132.65046272388767,tertiary,丰和路,
51,63308075,63308076,19.25254410281528,secondary,陆家嘴环岛,
52,63308076,63308077,1.7864474357956752,secondary,陆家嘴环岛,
53,63308077,1785697747,38.126491218752406,tertiary,陆家嘴西路,
54,63308077,602360648,41.48300041581783,secondary,陆家嘴环岛,
55,63312209,495772550,183.0925246011742,tertiary,东泰路,
56,63312209,1765485421,52.711956769675794,tertiary_link,,
57,63338308,824481319,9.919513556632543,primary,延安中路,
58,63338308,9854768353,223.59851197543372,secondary,华山路,
59,64806543,843042334,18.073294877962134,residential,宣化路,30
60,64806543,573267343,527.0949714786319,residential,东诸安浜路,30
61,64806543,287798565,159.9768170353102,primary,江苏路,
62,64806568,64807049,15.412108208491176,primary,延安西路,
63,64806568,64806543,424.75615343448203,primary,江苏路,
64,64807049,78621049,29.422624022843575,primary,江苏路,
65,64807049,994217569,220.74937680524192,primary,延安西路,
66,64809070,78627019,211.10803992831626,secondary,南京西路,
67,64809070,94820531,259.2439187999054,secondary,陕西北路,
68,64809070,64849287,177.750020836797,secondary,南京西路,
69,64809070,94761700,196.46597275367773,secondary,陕西北路,
70,64813772,475977913,145.49657455194927,secondary,复兴东路,40
71,64813773,475977667,67.123389965857,secondary,复兴东路,40
72,64813782,483108462,189.1861988681623,residential,东台路,
73,64813782,478373250,92.6761461872305,secondary,复兴中路,
74,64837069,857780856,9.996352107767711,residential,济南路,
75,64837069,857780858,197.2557678581385,residential,济南路,
76,64837069,1572268640,136.76467541764535,secondary,复兴中路,
77,64841401,467035962,37.0957613714427,trunk_link,,
78,64841401,467035971,77.07370056127824,trunk_link,,
79,64841428,850287499,339.14874507633994,trunk,南北高架路,
80,64846822,5082912938,11.387421222391657,residential,威海路,
81,64846822,486591897,17.6606176560259,residential,威海路,
82,64846822,5082929927,37.48519478927614,primary,成都北路,
83,64846823,8364473745,307.53803472989506,trunk_link,,
84,64846823,5083013940,246.7922003558544,primary,成都北路,
85,64846823,5082972161,86.87639000859579,primary,,
86,64849276,602243208,156.13222477150677,tertiary,凤阳路,
87,64849276,555631228,107.88032707723147,secondary,石门二路,
88,64849276,4475361259,188.05723983185834,secondary,南京西路,
89,64849276,109427633,285.25762323332845,secondary,南京西路,
90,64849283,477582652,322.6849687753938,residential,茂名北路,
91,64849283,109427633,117.93884766600944,secondary,南京西路,
92,64849283,64849286,99.67010875307969,secondary,南京西路,
93,64849286,64849287,114.26450257335915,secondary,南京西路,
94,64849286,64849283,99.67010875307969,secondary,南京西路,
95,64849287,555628670,121.4039604274068,secondary,江宁路,
96,64849287,64809070,177.75002083679698,secondary,南京西路,
97,64849287,64849286,114.26450257335917,secondary,南京西路,
98,64926223,4988370706,17.134792545832546,primary_link,,
99,64926223,4988370704,90.45730879150518,primary,重庆南路,
100,66899648,824481324,8.849467127470998,secondary,南京西路,
101,66899648,87752335,177.09424191996604,secondary,华山路,
102,66899648,313633798,254.79769399894164,secondary,南京西路,
103,68060267,64841401,480.74974551886277,trunk_link,,
104,68060267,71055371,1081.0975821655234,trunk,内环高架路,
105,68065435,95350375,478.50266828872947,trunk,南北高架路,
106,68621844,4076047626,407.2028332358036,trunk_link,,
107,68621844,68622547,905.9690585124191,trunk,内环高架路,
108,68622547,68622585,477.56983213096464,trunk,内环高架路,
109,68622585,1723132751,451.77616008523074,trunk_link,,
110,68622585,600569882,259.108516096942,trunk,内环高架路,
111,71055357,71055371,450.115471604731,trunk_link,,
112,71055371,623694020,688.4506499680037,trunk,内环高架路,
113,71121975,83316739,895.6133660713801,trunk,南北高架路,
114,71121975,477604425,309.6932369177877,trunk_link,,
115,71127148,479298745,109.27489399143265,tertiary,普安路,
116,71127148,479299959,165.46750804083848,tertiary,金陵中路,
117,71127148,479302935,103.12455918133539,tertiary,金陵中路,
118,71127148,5017787788,204.98997340459846,tertiary,普安路,
119,71127847,477576916,94.51439558082988,tertiary,黄陂北路,
120,71127847,267195150,89.67011817351494,tertiary,黄陂北路,
121,71127847,477568534,252.22625090814478,residential,武胜路,
122,71127847,1890531879,308.9976617454744,residential,武胜路,
123,71128708,483118665,258.92790451178223,residential,淡水路,
124,71128708,601661230,181.58860511210966,residential,淡水路,
125,71128708,76482084,232.54695818100856,secondary,复兴中路,
126,71129462,87781592,123.43243750937309,residential,兴业路,
127,71129462,483118665,153.09999508723638,residential,淡水路,
128,71129462,857781031,144.0033913487149,residential,淡水路,
129,71129462,486178426,116.14390330129214,residential,兴业路,
130,71129470,857780844,163.26344238727273,tertiary,黄陂南路,
131,75349972,1722215093,8.547296239556378,tertiary,广东路,
132,75349972,1888323015,146.7851416201804,secondary,中山东一路,
133,75350958,95386222,125.07738715316577,tertiary,广东路,
134,75350958,477621319,137.89635409766512,residential,山东中路,
135,75351492,479284692,166.53447633341156,tertiary,金陵东路,
136,75351492,479294032,107.87879629821714,tertiary,福建南路,
137,75351492,479283552,70.41968796913974,tertiary,金陵东路,
138,75352048,1887913956,103.80766123189377,tertiary,广东路,
139,75352048,476548799,58.1239317723238,tertiary,福建中路,
140,75352048,9381975886,155.0891697058188,tertiary,福建中路,
141,75354582,476559748,136.67192689398212,primary,中山南路,
142,75354586,1888382763,14.344967394032297,primary,外滩隧道,40
143,75354586,103736983,25.73963193618253,tertiary,东门路,
144,75354586,6979555908,313.84624533178305,residential,东门路,
145,75354586,677734741,55.29794141120724,primary,中山东二路,
146,75355691,210643104,78.72764351016929,tertiary,人民路,
147,75355691,4435815830,73.92403249151408,secondary,新开河路,
148,75355691,476078819,147.2472357258488,secondary,人民路,
149,75355694,848690442,298.95615675252736,secondary,人民路,
150,75355694,479280088,116.25023285252993,secondary,人民路,
151,76482084,486179370,30.592921587308144,secondary,复兴中路,
152,76482084,486178387,247.6372654608342,primary,重庆南路,
153,76482085,1807311606,187.49927253519508,tertiary,马当路,
154,76482085,71128708,170.84705994701346,secondary,复兴中路,
155,76482085,9905601355,231.20981119443644,tertiary,马当路,
156,76482203,76482724,574.8359081452612,residential,思南路,
157,76482203,109425491,249.81246239931482,secondary,复兴中路,
158,76482724,87604258,62.46246529520596,residential,思南路,
159,76482724,601681407,359.5919195758999,residential,建德路,
160,76482738,601145290,16.809909672235694,tertiary,建国新路,
161,76482738,95679584,112.13141121505107,secondary,西藏南路,
162,76482738,654397601,140.94846227149839,tertiary,安澜路,
163,76482739,385114252,177.4495873366667,unclassified,盐城路,
164,76482739,482732933,181.26589023031,secondary,西藏南路,
165,78011918,10947958446,663.8670443725814,trunk,延安高架路,
166,78011931,78604047,561.279704637135,trunk,延安高架路,
167,78017298,824634579,1349.1278072323673,trunk,延安高架路,
168,78017298,1730218044,339.594366562896,trunk_link,,
169,78586227,103781041,162.99802108605311,secondary,中山东一路,
170,78589083,1573535375,15.31448090588429,tertiary,长治路,
171,78589083,850843415,111.5219400038296,residential,福德路,
172,78589083,850843336,71.91229688503597,tertiary,长治路,
173,78592090,415517234,53.59593401298895,secondary,大名路,
174,78592090,415517235,116.51582469147087,secondary,大名路,
175,78592090,677806624,57.780697986199115,residential,闵行路,
176,78592095,415517236,45.88557610432011,secondary,大名路,
177,78592095,475861588,35.52678004762328,secondary,"['东大名路', '大名路']",
178,78592099,1584759450,22.757785805352547,secondary,东大名路,
179,78592099,12246203038,200.98634760649023,secondary,东大名路,
180,78592104,475625948,16.94873456100992,secondary,东大名路,
181,78592104,475858443,218.26883864503438,tertiary,海门路,
182,78592104,265920244,274.1953632273801,secondary,东大名路,
183,78604047,477602810,70.1759178254702,trunk,延安高架路,
184,78607695,4826233714,327.03751874727186,trunk_link,,
185,78607695,78011918,499.0577552116117,trunk,延安高架路,
186,78621049,146017403,15.35177719222865,primary,延安西路,
187,78621049,603891401,131.73577347918194,primary,江苏路,
188,78621053,103895144,322.6929317992125,trunk_link,,
189,78621053,9849402410,173.9021357233224,primary,延安西路,
190,78621053,9849402411,46.36219685406947,primary,延安西路,
191,78621054,574737620,224.25375394277276,tertiary,镇宁路,
192,78621054,824481706,275.05429033793155,primary,延安西路,
193,78621054,573259241,26.702281769792762,tertiary,镇宁路,
194,78622461,1505262794,275.72075616790534,residential,利西路,
195,78622461,2365827846,239.42558658202842,residential,利西路,
196,78627019,1490096863,193.54520990214547,tertiary,西康路,
197,78627019,64809070,211.1080399283162,secondary,南京西路,
198,78627019,618746983,300.80465220382575,secondary,南京西路,
199,78632221,9722149119,372.845922239817,residential,永源路,
200,78632221,313633798,50.36512667368774,secondary,南京西路,
201,78632221,824481003,242.81002032530617,secondary,南京西路,
202,79811522,618426817,5.75152643837605,secondary,浦明路,
203,81322970,8108691906,891.893290493585,trunk,内环高架路,60
204,82515933,82515934,67.68338439190906,residential,汾阳路,
205,82515933,82516857,143.5678904301034,residential,桃江路,
206,82515934,267671967,215.22735133467933,residential,汾阳路,
207,82516857,87781402,6.112337433950095,residential,桃江路,
208,82516857,857586380,128.0769776691829,secondary,宝庆路,
209,82517936,82516857,107.9078738658735,secondary,衡山路,
210,82517936,601675009,215.62408022888323,residential,东平路,
211,82518112,82518464,179.07409485552384,residential,永嘉路,
212,82518112,85014614,15.483734258659645,residential,永嘉路,
213,82518112,82526036,447.8097734131643,secondary,衡山路,
214,82518464,82518112,179.07409485552384,residential,永嘉路,
215,82518464,601712324,301.7478591305843,residential,安亭路,
216,82518464,94632188,142.54981273105426,residential,永嘉路,
217,82526036,87723676,16.5718184877653,tertiary,乌鲁木齐南路,
218,82526036,82517936,217.23151253108185,secondary,衡山路,
219,82526036,94632188,261.8240502541135,tertiary,乌鲁木齐南路,
220,83316739,9024721934,477.3253356818688,trunk,南北高架路,
221,84466485,8855781207,94.87639259595095,residential,东城路,
222,84466485,602392061,80.81330006834783,residential,金洲街,
223,84466485,495769239,100.95333508489853,residential,东城路,
224,84466485,602360641,249.31980609943287,residential,金洲街,
225,84466490,602360612,16.392204676721693,secondary,陆家嘴环路,
226,84466490,602360641,99.05511687065578,secondary,银城中路,
227,84466494,848698007,48.193538058353106,tertiary_link,银城中路,
228,84466494,848697997,512.291978707787,secondary,银城中路地道,
229,84466496,602360589,11.389399439833614,tertiary,东园路,
230,84466496,602360605,240.2782314990189,secondary,陆家嘴环路,
231,84466496,848698004,186.72441836192255,tertiary,东园路,
232,84487112,84487113,116.85460737676905,tertiary,丰和路,
233,84487113,93466391,17.67771999804977,residential,丰和路,
234,84487113,602364835,11.686852091357405,residential,会议中心,
235,84487132,93438508,356.02393537022147,tertiary,浦东南路,
236,84487663,476913230,11.800446233685795,residential,富城路,
237,84487663,93466463,251.20304980806736,tertiary,陆家嘴西路,
238,84487663,495636197,135.9041951373046,residential,富城路,
239,84488166,478379215,13.054222474657914,residential,拾步街,
240,84488166,602360670,223.16916089758908,secondary,陆家嘴环路,
241,84488167,478379215,109.08269251988015,residential,拾步街,
242,84488167,495771182,217.04402191788625,residential,富城路,
243,84488167,602360669,237.5534178230705,residential,富城路,
244,84488206,602360669,12.754413090374815,residential,富城路,
245,84488206,495636197,336.35529318720694,residential,富城路,
246,84489488,602360666,88.99400472402385,residential,东昌路,
247,84489488,495771182,21.739057626626185,residential,富城路,
248,84489700,495771183,23.08099853049511,secondary,银城中路,
249,84489700,848698182,254.49446083123632,secondary,东昌路,
250,85010431,93246685,108.54154144817211,tertiary,黄陂南路,
251,85010431,87752549,128.66288966678613,tertiary,黄陂南路,
252,85010431,7114684949,116.03790616453806,secondary,淮海中路,
253,85010431,479302873,104.34983361498465,secondary,淮海中路,
254,85011021,85011298,121.05042068949507,residential,太仓路,
255,85011021,87781592,167.82807825364173,tertiary,马当路,
256,85011021,93246664,81.062965859368,tertiary,马当路,
257,85011021,857781031,139.31086724940113,residential,太仓路,
258,85011298,85011021,121.05042068949507,residential,太仓路,
259,85011298,93246685,80.9567858585304,tertiary,黄陂南路,
260,85011298,483115423,90.2355266131138,residential,太仓路,
261,85011298,4333704619,107.73058921491794,tertiary,黄陂南路,
262,85014614,82518112,15.483734258659645,residential,永嘉路,
263,85014614,804464903,22.225973135866536,secondary,衡山路,
264,85647366,602392070,475.73047085908763,residential,商城路,
265,85647366,602392045,373.4301672049603,secondary,浦明路,
266,85647366,4267598457,632.1654376065654,residential,"['张杨路', '商城路', '滨江大道']",
267,85647366,115005745,233.59383109887074,secondary,浦明路,
268,85654851,115547719,26.268072642836295,unclassified,世纪大道辅路,
269,85654851,495771172,92.4604295178593,primary,浦东南路,
270,86782973,86784820,341.86984240956457,trunk_link,,
271,86782973,10948122078,679.4655297432694,trunk,内环高架路,60
272,86784820,3559962133,449.0671188397329,trunk_link,鲁班路,
273,86784820,86784826,254.72130816794933,trunk_link,,
274,86784826,86784828,269.7299540146483,trunk_link,,
275,86871385,86782973,805.706568948988,trunk,内环高架路,60
276,86871385,9850948138,385.5522246505237,trunk_link,,40
277,87604258,486193835,177.24317151738458,tertiary,建国中路,
278,87604258,858404199,218.69516853623009,residential,思南路,
279,87723676,82526036,16.5718184877653,tertiary,乌鲁木齐南路,
280,87723676,94574920,180.75105642378563,tertiary,乌鲁木齐南路,
281,87723676,85014614,466.39991816177303,secondary,衡山路,
282,87739322,115547773,26.930538909189163,primary,世纪大道,
283,87739322,85654851,15.502863205537416,primary,浦东南路,
284,87752335,63338308,28.350988523074122,secondary,华山路,
285,87752335,603891484,241.93811234894957,primary,延安西路,
286,87752549,5002561614,184.96444001689872,tertiary,黄陂南路,
287,87752549,7114684949,251.38476922512885,tertiary,"['金陵中路', '马当路']",
288,87752549,479302313,106.67588118178799,tertiary,金陵中路,
289,87752549,85010431,128.66288966678613,tertiary,黄陂南路,
290,87781402,94589934,240.9730393023925,residential,桃江路,
291,87781402,94574925,111.51287242494374,secondary,衡山路,40
292,87781592,71129462,123.43243750937309,residential,兴业路,
293,87781592,85011021,167.8280782536417,tertiary,马当路,
294,87781592,71129470,124.61786426224481,living_street,兴业路,
295,87781592,9905601355,157.1657257456148,tertiary,马当路,
296,93246167,483116732,48.61360463138901,residential,顺昌路,
297,93246167,857780861,45.02331410513354,residential,湖滨路,
298,93246167,93246191,125.47103954804088,residential,湖滨路,
299,93246191,93246167,125.47103954804086,residential,湖滨路,
300,93246191,479319990,134.26731808954645,residential,湖滨路,
301,93246191,857780858,68.93275499873327,residential,济南路,
302,93246664,93246685,124.50514172001436,residential,兴安路,
303,93246664,483122165,121.84448527145189,residential,兴安路,
304,93246664,7114684949,103.02616246851713,tertiary,马当路,
305,93246664,85011021,81.06296585936802,tertiary,马当路,
306,93246685,483122140,93.20892459431747,residential,兴安路,
307,93246685,93246664,124.50514172001438,residential,兴安路,
308,93246685,85011298,80.95678585853038,tertiary,黄陂南路,
309,93246685,85010431,108.54154144817213,tertiary,黄陂南路,
310,93310009,478373250,211.14066385813314,residential,吉安路,
311,93310009,601145288,166.3625687539222,residential,自忠路,
312,93310009,857780858,136.3970376938658,residential,自忠路,
313,93310272,601145288,13.348635270815242,residential,自忠路,
314,93310272,385114569,31.161139991323424,secondary,西藏南路,
315,93310875,476554611,20.068452624402408,secondary,复兴东路,
316,93332044,93332051,12.354412053920194,secondary,复兴东路,50
317,93332044,639309886,86.15123617087076,secondary,河南南路,
318,93332051,93332110,7.497529940445016,secondary,河南南路,
319,93332051,93310875,205.0104602439448,secondary,复兴东路,50
320,93332110,93332133,13.778564505787688,secondary,复兴东路,40
321,93332110,599406978,206.88105352713413,secondary,河南南路,
322,93332133,93332044,8.552064899577317,secondary,河南南路,
323,93332133,639308641,221.3422606512475,secondary,复兴东路,40
324,93438508,602360634,11.722984401234653,secondary,浦东南路,
325,93438508,495771015,116.25079834050811,secondary,银城中路,
326,93438508,84487132,356.02393537022147,tertiary,浦东南路,
327,93466273,93466391,110.76216727205987,residential,丰和路,
328,93466273,1581175468,387.39565650434,residential,滨江大道,
329,93466273,495644095,517.1844355242832,residential,滨江大道,
330,93466295,84487112,9.842063516314429,residential,明珠塔路,
331,93466295,1785697742,73.08552865551272,tertiary,丰和路,
332,93466391,602364835,19.87140434883527,residential,丰和路,
333,93466391,93466273,110.76216727205988,residential,丰和路,
334,93466463,620136910,81.96312357114236,tertiary_link,陆家嘴环路,
335,93466463,602360648,54.29601207786238,tertiary,陆家嘴西路,
336,93792082,602392037,25.25286839940067,tertiary,浦城路,
337,93792082,93792610,190.04378111411862,tertiary,浦城路,
338,93792082,4267598457,269.6644100555815,secondary,张杨路,
339,93792440,63302402,20.18850738594124,secondary,东昌路,
340,93792440,848698030,163.26237430963653,secondary,浦城路,
341,93792440,495771172,352.68638763093145,tertiary,东昌路,
342,93792610,115005745,307.49099600439536,residential,启新路,
343,93792610,93792082,190.0437811141186,tertiary,浦城路,
344,93792610,602392070,164.24382276780315,tertiary,浦城路,
345,94544849,600569894,489.36871426039613,trunk,内环高架路,
346,94544849,63279232,146.67062487864592,trunk_link,,
347,94574920,94574925,153.29955733818608,residential,东平路,
348,94574920,87723676,180.75105642378563,tertiary,乌鲁木齐南路,
349,94574920,94589934,41.975406207233185,tertiary,乌鲁木齐南路,
350,94574925,82517936,9.421257440688253,residential,东平路,
351,94574925,87723676,201.91222659982435,secondary,衡山路,40
352,94589934,131184023,99.44078160475713,tertiary,乌鲁木齐南路,
353,94589934,94574920,41.975406207233185,tertiary,乌鲁木齐南路,
354,94632188,601669704,358.05533770077477,residential,永嘉路,
355,94632188,601712368,288.81196019996077,tertiary,乌鲁木齐南路,
356,94632188,82518464,142.5498127310543,residential,永嘉路,
357,94707271,824481359,603.6522904487285,trunk,延安高架路,
358,94761700,555628670,202.96512440958566,residential,奉贤路,
359,94761700,64809070,196.46597275367773,secondary,陕西北路,
360,94820531,824481103,181.8322116770455,residential,威海路,
361,94820531,11374745932,140.83029620390457,secondary,陕西北路,
362,94820531,477582652,369.79817266389534,residential,威海路,
363,94821259,9779038117,4.546047160941883,residential,慈溪路,
364,94821259,638736491,185.10930596167393,residential,慈溪路,
365,94821259,9779038121,134.17208259742716,secondary,新闸路,
366,94821548,63283241,12.588414576110642,secondary,新闸路,
367,94821548,109428857,264.07875537207826,unclassified,泰兴路,
368,94821548,554132623,159.21884370817082,secondary,新闸路,
369,95350375,9024721898,350.22925571492124,trunk_link,,
370,95350375,9024721917,887.2442728816537,trunk,南北高架路,
371,95386222,599408518,13.55398040030428,tertiary,广东路,
372,95386222,476794301,182.40645180915203,secondary,河南中路,
373,95386499,95386508,35.70773865013588,residential,江西中路,
374,95386499,95386562,160.30999412551057,tertiary,广东路,
375,95386508,599408783,153.0150050904134,residential,泗泾路,
376,95386508,210686289,160.96971487006903,residential,江西中路,
377,95386562,1887575214,77.34438158679788,residential,四川中路,
378,95386562,476794281,162.26583306394647,residential,四川中路,
379,95386562,75349972,182.3487681167578,tertiary,广东路,
380,95612191,483106120,103.37588870548115,tertiary,肇周路,
381,95612191,483103101,247.2039339474229,tertiary,建国新路,
382,95612191,483106759,271.7847938144945,tertiary,肇周路,
383,95612298,971168076,101.22994238692377,tertiary,黄陂南路,
384,95612298,478373282,181.43633376168492,tertiary,建国东路,
385,95663349,599408454,13.670703509334881,tertiary,金陵东路,
386,95663349,479284039,33.50674484076766,tertiary,金陵东路,
387,95663349,152847380,122.26518518951494,secondary,河南南路,
388,95679584,76482739,157.0402386259958,secondary,西藏南路,
389,103691783,475859886,81.66313042607342,residential,黄浦路,
390,103691783,476673834,160.77010184278976,tertiary,"['中山东一路', '大名路', '外白渡桥']",
391,103691783,603424329,100.79878762767338,residential,北苏州路,
392,103691783,1573535375,118.9903221374947,tertiary,大名路,
393,103736843,13059269197,231.01952504358192,primary,中山南路,
394,103736843,5735330788,91.29633720127731,primary,中山南路地道,40
395,103736869,103764456,22.651102467786547,secondary,新开河路,
396,103736869,4435815830,47.049434213951784,secondary,新开河路,
397,103736869,475974969,241.09866367349218,primary,中山东二路,
398,103736983,75354586,25.73963193618253,tertiary,东门路,
399,103736983,6979555901,134.14109756198485,primary,中山南路,
400,103736983,475978728,128.31131188472116,tertiary,东门路,
401,103737164,5735331381,115.90862751060862,primary,中山南路,
402,103737164,476561683,114.82288107645783,primary,中山南路,
403,103764456,103736869,22.651102467786547,secondary,新开河路,
404,103764456,476078723,160.55351081242028,primary,中山东二路,
405,103764778,103764845,19.18053869154954,tertiary,金陵东路,
406,103764778,1888322988,157.72627758935676,primary,中山东二路,
407,103764845,103764778,19.18053869154954,tertiary,金陵东路,
408,103764845,476078767,155.07680027794768,tertiary,金陵东路,
409,103764845,476078722,154.02618219134933,primary,中山东二路,
410,103781041,599723323,7.694547979524834,secondary,北京东路,
411,103781041,1883276500,189.53122939119055,secondary,北京东路,
412,103781041,103781049,151.06447971607423,secondary,中山东一路,
413,103781049,103781196,186.67612867785022,residential,滇池路,
414,103781049,601097043,162.64288092960285,secondary,中山东一路,
415,103781196,103781336,81.94070950248643,residential,滇池路,
416,103781336,654414266,58.994845459699064,residential,四川中路,
417,103781336,477629510,112.33009734883925,residential,滇池路,
418,103781336,267195118,243.3757149446743,"['residential', 'tertiary']",四川中路,
419,103781600,103851013,198.90691418662482,secondary,"['四川北路', '四川路桥']",
420,103781600,1880146445,154.51458004667558,tertiary,南苏州路,
421,103781600,103832235,82.08026247293648,secondary,四川中路,
422,103788043,103788196,145.43330314104963,residential,四川中路,
423,103788043,1883254799,169.42686921707485,residential,汉口路,
424,103788043,267195118,96.09330429902155,residential,四川中路,
425,103788196,103788043,145.43330314104963,residential,四川中路,
426,103788196,1887575214,91.44335788304977,residential,四川中路,
427,103788196,210686289,152.17745605190873,tertiary,福州路,
428,103795804,103832235,226.4229454064935,secondary,四川中路,
429,103795804,103831022,58.10048522666929,secondary,北京东路,
430,103795804,654414266,90.47014234644088,residential,四川中路,
431,103795804,103795925,115.78750292633578,secondary,北京东路,
432,103795925,654414267,119.25838316330933,residential,江西中路,
433,103795925,103795804,115.78750292633578,secondary,北京东路,
434,103795925,599408887,167.24096551785775,secondary,北京东路,
435,103831022,1883276500,89.0843153057061,secondary,北京东路,
436,103831022,103795804,58.10048522666929,secondary,北京东路,
437,103832215,103832235,121.0513637622544,residential,香港路,
438,103832215,103831022,231.7622395764131,residential,虎丘路,
439,103832235,1883276474,124.2095905336462,residential,香港路,
440,103832235,103781600,82.08026247293648,secondary,四川中路,
441,103832235,103795804,226.42294540649354,secondary,四川中路,
442,103851013,479934463,131.55474668816578,secondary,天潼路,
443,103851013,415517230,216.01331040847353,secondary,天潼路,
444,103851013,6965796456,54.81703997044964,secondary,四川北路,
445,103851013,103781600,198.9069141866248,secondary,"['四川北路', '四川路桥']",
446,103895144,94707271,1475.7608157276181,trunk,延安高架路,
447,103896122,477605634,562.3992208378116,trunk_link,,
448,103896122,1721530569,377.4530398749927,trunk,延安高架路,
449,103896524,1890531930,109.78498321283404,trunk,延安高架路,
450,105253431,994212305,208.21949314289688,residential,兴国路,
451,105253431,1414884244,325.6670955939066,residential,余庆路,
452,105253431,804474492,184.5075960232893,secondary,淮海中路,
453,105253431,554236865,258.28124843593093,secondary,淮海中路,
454,107669631,623247814,21.356014699950187,tertiary,番禺路,
455,107669631,994910719,235.83115146686632,tertiary,番禺路,
456,107673297,107701939,22.288564984020887,secondary_link,,
457,107673297,623248802,90.48846976992766,primary,虹桥路,
458,107673739,640458067,55.63557119101041,primary_link,漕溪北路,
459,107673739,107673873,47.78582622291798,primary,虹桥路,
460,107673873,640459264,17.72498970749221,primary,肇嘉浜路,
461,107673873,640458067,42.04167120732734,primary,漕溪北路,60
462,107701259,107701614,34.95478920885007,primary,虹桥路,
463,107701259,107673873,19.712753305991832,primary,华山路,
464,107701614,1679025070,169.3567525593564,primary,虹桥路,
465,107701939,107673297,22.288564984020887,secondary_link,,
466,107701939,5536174483,302.69934755290905,tertiary,宜山北路,
467,107701939,1679025080,186.05517501431765,primary,虹桥路,
468,107723532,107742927,37.11967265984435,secondary,宛平路,
469,107723532,640448605,334.572583604344,primary,肇嘉浜路,60
470,107724512,107743908,39.21966269631108,tertiary,襄阳南路,
471,107724512,601675053,204.47440847494212,primary,肇嘉浜路,60
472,107742927,9774996972,16.820211403399558,primary,肇嘉浜路,
473,107742927,243843481,331.33458605599395,secondary,宛平路,
474,107743115,603891420,225.40104519925126,primary,肇嘉浜路,
475,107743115,640448605,33.505780554709276,residential,高安路,
476,107743333,107758681,165.9681598194712,tertiary,肇嘉浜路,
477,107743333,107743115,160.3518614197733,primary,肇嘉浜路,
478,107743908,601675077,299.8581114363934,tertiary,襄阳南路,
479,107743908,601675378,238.3602883225789,primary,肇嘉浜路,
480,107744185,601675053,35.93774835947011,tertiary,大木桥路,
481,107744185,107743908,211.26527987250594,primary,肇嘉浜路,
482,107758681,107743115,38.374395114186306,residential,高安路,
483,107758681,603891422,174.0393701856608,tertiary,肇嘉浜路,
484,107758818,107743333,112.75968213131347,primary,肇嘉浜路,
485,107758818,601712422,32.68026463962531,tertiary,东安路,
486,109424516,858404347,94.41577708044315,primary,肇嘉浜路,
