osmid,y,x,highway
2306577219,31.2251806,121.4311258,traffic_signals
2329789972,31.2235947,121.4557662,traffic_signals
2346183499,31.2352762,121.4250198,traffic_signals
2346183514,31.235634,121.425311,traffic_signals
2346183556,31.237125,121.4233019,
2346255703,31.2403313,121.427504,
2355864316,31.2451493,121.4395968,
2355891366,31.2387547,121.4350347,
2355891367,31.2397074,121.4406711,
2355891371,31.2402279,121.4388834,
2355891374,31.2407512,121.439967,
2355898100,31.2423032,121.446255,
2356000366,31.252963,121.4290842,
2356000367,31.2533743,121.4295016,
2356000368,31.2534818,121.4283853,
2356192441,31.2549791,121.4308882,
2356192444,31.2553575,121.4304757,
2356192458,31.2567399,121.4308509,
2356207394,31.2541879,121.4272457,
2356275301,31.252956,121.4391286,
2356275318,31.2552589,121.4327198,
2356275332,31.2556776,121.4325442,
2356275991,31.2481581,121.4247835,
2356275992,31.2484542,121.4245281,
2365827846,31.2166856,121.4256921,
2365827864,31.217432,121.4277695,
2365897167,31.2186622,121.4234359,
2365897173,31.2187418,121.4243178,
2365897177,31.2188629,121.4249737,
2366018597,31.2087576,121.42178,
2366018648,31.2119275,121.4217491,
2373668011,31.2042863,121.4290989,
2375929881,31.1957158,121.4258022,
2407133896,31.1960805,121.4698707,
2412392614,31.2019149,121.4385675,
2412392616,31.2232934,121.4654955,
2447713058,31.2535733,121.4443116,
2483020636,31.2442973,121.4532486,
2483786471,31.2276667,121.4401109,
2483786483,31.2283615,121.4425979,
2483786493,31.2306642,121.4553904,
2542655889,31.2552392,121.4326862,
2542657857,31.2529453,121.4302953,
2542660874,31.2536931,121.4302472,
2542661791,31.2525331,121.4334483,
2542661800,31.2527009,121.4326838,
2542663487,31.2531183,121.4401275,
2542671641,31.2515507,121.4287117,
2544357212,31.2559856,121.4397577,
2544357236,31.2554794,121.4410972,
2544382429,31.2532144,121.439597,
2662665879,31.2002008,121.4606882,
2662665881,31.2002258,121.460776,
2716405305,31.2108895,121.4686879,traffic_signals
2716408631,31.2102022,121.4689701,traffic_signals
2716408636,31.2107203,121.4683423,
2716408637,31.2105739,121.469103,traffic_signals
2716408639,31.2109526,121.4714513,
2716408643,31.2103843,121.4677632,
2716408652,31.2111562,121.471565,
2716408719,31.2100439,121.4685948,traffic_signals
2716408741,31.2099052,121.4686847,
2822040271,31.2174595,121.4407119,
2971125849,31.2032421,121.4567757,
2971125851,31.2032856,121.4572375,
2974114618,31.2091512,121.4624652,traffic_signals
2974114621,31.2104218,121.4620997,traffic_signals
2982134722,31.1988133,121.446359,
2982134732,31.1981509,121.4443949,
2982226257,31.2001998,121.4480823,
2991482211,31.2116894,121.4813067,
2991482218,31.2135647,121.4800923,
2991483745,31.2079758,121.477418,
3026283738,31.1949985,121.4563211,traffic_signals
3026466099,31.197122,121.4632788,traffic_signals
3026466100,31.1990961,121.459979,traffic_signals
3026466101,31.1991684,121.4626774,traffic_signals
3026466102,31.1995916,121.4610197,traffic_signals
3026470525,31.1964954,121.4610527,traffic_signals
3031969005,31.2024652,121.4717377,
3048216957,31.2103377,121.4328068,
3055920274,31.2239564,121.4733733,traffic_signals
3065342225,31.2046118,121.458373,
3349494786,31.1968624,121.4445569,
3559962073,31.1945839,121.4750877,motorway_junction
3559962133,31.2019378,121.4719045,
3724312997,31.2192715,121.4629062,
3814803440,31.2257482,121.4522332,traffic_signals
3851481657,31.2316671,121.4524261,
4062440153,31.2124268,121.4246382,traffic_signals
4069732169,31.2209264,121.4835574,
4069732170,31.2197693,121.4842225,
4069732171,31.2192964,121.4832036,
4076047626,31.259811,121.4445223,
4154357526,31.2410179,121.4453733,
4169971718,31.261673,121.4524233,
4198258583,31.2187391,121.4939943,
4199822179,31.2017448,121.4250665,traffic_signals
4225546009,31.194134,121.4604129,traffic_signals
4225546015,31.1960579,121.4591048,traffic_signals
4225546016,31.1961027,121.4592212,traffic_signals
4225546021,31.1982211,121.457934,traffic_signals
4225630308,31.2085783,121.4989037,
4225630315,31.2090116,121.4964397,traffic_signals
4225698900,31.223602,121.4662149,
4225698901,31.224421,121.4658773,
4267598457,31.2270497,121.5065216,traffic_signals
4319033594,31.2532356,121.4402588,
4333704619,31.2226234,121.4709051,traffic_signals
4346901931,31.2400577,121.4967703,
4346901963,31.238646,121.501094,
4346901980,31.2399948,121.4997829,
4370661333,31.2082917,121.492246,
4370661444,31.2013865,121.5074409,
4370661454,31.2019133,121.5076125,
4370661470,31.205485,121.5094427,
4370661613,31.2067351,121.5099745,
4370661617,31.2046702,121.5087341,
4370661619,31.2048503,121.5082285,
4370661628,31.205157,121.5052133,
4370661629,31.2064559,121.5098558,
4370661636,31.2067362,121.5095907,
4373253421,31.2067181,121.5096884,
4373253461,31.2044179,121.508886,traffic_signals
4373253462,31.2043798,121.5089975,traffic_signals
4380028727,31.2250372,121.4416624,
4380028749,31.2237152,121.4424046,
4385150794,31.243632,121.4837352,
4394577744,31.2416887,121.462649,
4395700536,31.2013123,121.4866183,
4395700583,31.200653,121.486524,
4396267672,31.262057,121.4542438,traffic_signals
4397155856,31.2184379,121.4766829,
4402078150,31.2097875,121.4950004,
4402078161,31.210327,121.4953136,
4402078168,31.2087975,121.4924626,
4402078185,31.2079913,121.4918508,traffic_signals
4402078908,31.209589,121.4948605,
4402078911,31.2094228,121.4944031,
4402293316,31.2335101,121.4616078,
4404238990,31.2055142,121.5058994,traffic_signals
4411925130,31.1960471,121.4338484,
4435815830,31.2316773,121.4902515,
4438824275,31.1934201,121.4933929,traffic_signals
4438824284,31.2009421,121.4998101,traffic_signals
4438824287,31.2027377,121.5007716,traffic_signals
4438824391,31.2038346,121.5019432,traffic_signals
4438824394,31.204961,121.5050113,
4438824396,31.2054399,121.5060666,traffic_signals
4460275969,31.2230105,121.4836372,
4470004597,31.2162029,121.4347881,
4470004598,31.2150009,121.4345379,
4470004605,31.2151448,121.433752,
4470023341,31.2410979,121.4620297,
4470023345,31.2385799,121.4631528,
4470023363,31.2422342,121.4616892,
4475361259,31.232792,121.4595253,
4484129212,31.2307039,121.44384,
4573378105,31.2108362,121.4971538,
4573378168,31.2544536,121.4508136,
4601381081,31.2260171,121.4633659,
4676163090,31.2349227,121.4870547,
4676163097,31.2350991,121.486964,
4681521514,31.2045147,121.5015406,
4687869257,31.2087036,121.4882469,crossing
4687869258,31.2087106,121.4882609,
4689124038,31.2417669,121.4265495,
4689124039,31.2437962,121.4257725,
4715107688,31.2248732,121.4476542,
4715107689,31.2247167,121.4477368,
4721476335,31.2594544,121.5028862,
4721476336,31.2586273,121.5037609,
4790191325,31.1993488,121.4344825,
4810764194,31.2237431,121.4564214,
4824550728,31.2193174,121.4402448,
4826233714,31.2259591,121.4598568,
4828317130,31.2556231,121.4547596,
4908327481,31.2243737,121.4761654,traffic_signals
4908327490,31.2241063,121.474119,traffic_signals
4946174663,31.2612174,121.4502536,
4946174669,31.2643395,121.4487297,
4946174672,31.2628814,121.4495032,
4987519206,31.2255825,121.4629204,
4987519209,31.2254793,121.4617243,
4987519213,31.2256982,121.4587029,traffic_signals
4987519324,31.2259495,121.4623332,
4987519325,31.2260436,121.4629454,
4988370703,31.2237728,121.46663,traffic_signals
4988370704,31.2238222,121.4667477,traffic_signals
4988370706,31.2243832,121.4662754,
4988370708,31.2257086,121.4649685,
4988370711,31.2257917,121.4650727,
4988370712,31.2255756,121.4651307,
4988370714,31.2245063,121.4661849,
4988370715,31.2249134,121.4658269,traffic_signals
4988384174,31.2230677,121.4668976,
4988384176,31.223682,121.4668112,
4988384178,31.2234569,121.4668054,
5000715349,31.2051354,121.4563241,
5000973047,31.2246584,121.4665951,
5000992868,31.2276514,121.4636099,traffic_signals
5000992870,31.2268045,121.4641919,
5000992871,31.2258098,121.4653134,
5000992872,31.225672,121.4656752,
5000992873,31.226641,121.4657232,
5002541031,31.2265114,121.4645112,traffic_signals
5002541032,31.226947,121.4658753,
5002541033,31.226969,121.4657209,
5002541034,31.2280596,121.4685613,traffic_signals
5002541037,31.2278307,121.4630918,
5002541038,31.228199,121.4629161,
5002541039,31.2275895,121.4630521,traffic_signals
5002541041,31.2283256,121.4627489,
5002561614,31.22775,121.4687088,traffic_signals
5002561615,31.2265017,121.4657115,
5002566876,31.2269315,121.4667424,
5002566877,31.2270232,121.4666914,
5002566878,31.2272159,121.4665697,
5017787785,31.2287391,121.4704811,
5017787788,31.2289066,121.4715241,
5031510659,31.2258121,121.4589567,
5031510660,31.2256996,121.4587885,
5031510661,31.2259794,121.4583314,
5031510662,31.2260515,121.4587192,traffic_signals
5031510663,31.22581,121.4582951,
5031516800,31.2259314,121.4550484,
5031516801,31.2259367,121.455346,
5031550688,31.2257545,121.4553434,
5031550690,31.2256479,121.453911,
5031550691,31.225752,121.4536375,
5031550693,31.2256511,121.4522468,traffic_signals
5031550694,31.2255848,121.4503276,
5031599803,31.2256583,121.4498936,
5031599807,31.2257362,121.4501533,traffic_signals
5031637177,31.2237823,121.4446739,traffic_signals
5031637179,31.2244565,121.4465512,
5031700513,31.2235154,121.4450913,traffic_signals
5070865543,31.2290818,121.494309,traffic_signals
5070865544,31.2289036,121.4941131,traffic_signals
5082912938,31.2294736,121.4629139,traffic_signals
5082912940,31.2284578,121.4631823,
5082912943,31.2278672,121.4634924,
5082912944,31.2276885,121.4634515,
5082929017,31.2322419,121.4623111,
5082929018,31.232466,121.4623521,
5082929019,31.2297343,121.4625597,
5082929921,31.2294529,121.462506,traffic_signals
5082929922,31.2327847,121.4622432,traffic_signals
5082929923,31.2306938,121.4624405,
5082929926,31.2329848,121.4623477,
5082929927,31.2297962,121.4628656,
5082944420,31.2292112,121.4626346,
5082945221,31.2288991,121.4625719,
5082972161,31.2311683,121.4628334,
5083013939,31.2327548,121.462689,
5083013940,31.2325961,121.4625658,
5083013941,31.2328047,121.4626837,traffic_signals
5211671437,31.2335923,121.4625246,
5211671438,31.2360025,121.4620073,
5211671439,31.2349211,121.4623051,traffic_signals
5211671443,31.2336445,121.462125,
5226901246,31.2145421,121.4342314,
5226901248,31.2142573,121.4404087,
5226901252,31.2150063,121.4406981,
5226901253,31.2153738,121.4405086,
5226901256,31.2116655,121.4333584,
5226901257,31.211942,121.4337207,
5226901258,31.210278,121.4345688,
5226901263,31.2102971,121.434286,
5226901264,31.2124414,121.4343794,
5226901271,31.2102454,121.4351575,
5226901272,31.2114618,121.4367235,
5226901273,31.2103171,121.4373064,
5272031410,31.2278885,121.4206729,
5272031430,31.203017,121.4364574,
5304839805,31.2555064,121.4591202,motorway_junction
5312024930,31.2322725,121.4574441,
5390742152,31.2587183,121.4903006,traffic_signals
5390742157,31.2594053,121.4882739,
5390742158,31.2592379,121.4882474,
5390742161,31.2595901,121.4862487,
5390742168,31.2596743,121.4856085,
5437083687,31.2351075,121.4672458,traffic_signals
5493199519,31.1972098,121.446327,
5493199520,31.1979956,121.4468074,
5493199928,31.1972674,121.4447748,
5493199936,31.1977242,121.4460658,
5534286390,31.204161,121.4255116,
5534349550,31.2034696,121.4262062,
5535921329,31.2116883,121.4259574,
5536174483,31.1968108,121.428699,
5558596903,31.2127281,121.4995569,traffic_signals
5558596909,31.2110982,121.4965206,
5558633957,31.2119957,121.4972973,crossing
5558633958,31.2123607,121.4980855,traffic_signals
5558633961,31.2130102,121.4991036,traffic_signals
5558633969,31.2150745,121.5015443,
5558633971,31.2147885,121.501495,
5558633987,31.2141843,121.5013134,
5658751868,31.2192843,121.423363,traffic_signals
5735330788,31.214841,121.501811,
5735330808,31.2148925,121.5019226,
5735331350,31.2160294,121.5024247,traffic_signals
5735331359,31.2157831,121.5020733,
5735331381,31.216053,121.5022211,
5735331396,31.223901,121.4989976,
5889625742,31.2450696,121.4580064,traffic_signals
6115921988,31.2219779,121.4413365,
6124904943,31.2266119,121.4414773,
6239043920,31.2461576,121.4666615,
6239043921,31.2459237,121.4651391,
6358640830,31.2182632,121.4635563,turning_loop
6360292379,31.2179548,121.4435966,traffic_signals
6360292380,31.2172322,121.4438406,traffic_signals
6369165291,31.215504,121.4405265,
6369165292,31.2156177,121.4409089,
6415525482,31.2317355,121.4426599,
6415525483,31.2319134,121.4425289,
6415525885,31.2321019,121.4430078,
6415525888,31.2320381,121.4418783,
6448837572,31.2272928,121.4578911,
6448837575,31.2270974,121.4571082,
6448837576,31.226008,121.4574329,
6448837577,31.2272501,121.4586228,
6448837578,31.2271382,121.458001,
6522505541,31.2297812,121.4884742,
6536561396,31.2393701,121.4324501,
6843221981,31.2145942,121.5077129,
6843854833,31.1955431,121.4751889,
6844627532,31.2384549,121.4313253,
6845782365,31.2557651,121.4316752,
6845941654,31.2145252,121.5078408,traffic_signals
6877759495,31.22053,121.4650809,
6878239427,31.2185541,121.4930117,
6965796456,31.2476037,121.4810563,
6965871227,31.244898,121.4781797,
6967995913,31.2466719,121.4756544,
6979555901,31.2265204,121.4962863,
6979555908,31.2263279,121.498087,
7113840960,31.2224044,121.4826505,
7114595659,31.2235318,121.4672373,
7114595660,31.2233759,121.4668339,
7114595669,31.2236451,121.4849782,
7114684949,31.2246743,121.4687791,traffic_signals
7116075700,31.2372156,121.4732444,
7116075705,31.2369429,121.4706928,
7116269633,31.2329229,121.4797263,
7118978989,31.2093685,121.4657155,
7118978990,31.2094619,121.4661738,
7118978991,31.2089659,121.4663042,
7118978992,31.2091572,121.4662609,
7118978993,31.2096071,121.4661379,
7118978996,31.2099255,121.4658877,
7119012131,31.2468462,121.4776375,
7153596893,31.215722,121.430074,
7180845362,31.2493022,121.4479723,traffic_signals
7180845364,31.2476575,121.4490023,traffic_signals
7180845377,31.2589592,121.4405408,
7244368967,31.1973618,121.4667931,traffic_signals
7244368968,31.1970991,121.4669204,traffic_signals
7246589686,31.2014505,121.4794651,
7246589688,31.201757,121.4805758,
7276154673,31.2549729,121.4333259,
7424601114,31.2112128,121.4968318,
7514139025,31.2362451,121.497104,traffic_signals
7602380258,31.2435661,121.4580721,
7602380263,31.2419463,121.4591789,
7602404187,31.2474935,121.4573443,motorway_junction
7602404193,31.245088,121.4576071,traffic_signals
7602404204,31.2442051,121.457693,
7602404227,31.2490254,121.4580382,
7602404230,31.2500386,121.4585699,
7602404235,31.2494357,121.4585794,
7602404248,31.2468052,121.4578968,motorway_junction
7602404288,31.2503208,121.4587726,
7602463530,31.2467909,121.4574529,
7617590706,31.2415128,121.4505529,traffic_signals
7716824722,31.2239391,121.4670265,traffic_signals
7799862920,31.206368,121.486115,traffic_signals
8108554562,31.2104339,121.5055441,
8108554565,31.2117809,121.5061033,traffic_signals
8108554568,31.2113396,121.5072288,
8108554571,31.210972,121.5056835,
8108691892,31.2487142,121.4248943,
8108691895,31.2469697,121.4210071,motorway_junction
8108691906,31.2557541,121.4317739,motorway_junction
8108691911,31.2534646,121.4295933,
8108691916,31.2601364,121.4447862,
8108691918,31.2613511,121.4512167,motorway_junction
8108987863,31.2225823,121.5000459,
8108987864,31.2229563,121.5011332,
8269804629,31.2098753,121.4670362,
8269875534,31.2090488,121.4658403,
8339246251,31.2016425,121.4318251,traffic_signals
8359232444,31.2181421,121.4244115,
8359232445,31.2206083,121.4246904,
8359232447,31.2195256,121.4249049,
8364430727,31.2430419,121.4529288,traffic_signals
8364430733,31.2414324,121.4506412,traffic_signals
8364473744,31.2339061,121.4623488,
8364473745,31.2331585,121.4625716,
8364473746,31.2339695,121.4621549,motorway_junction
8364473750,31.2332306,121.4621966,
8364544020,31.2137436,121.4666899,motorway_junction
8366096925,31.2119947,121.4941476,
8366096929,31.212183,121.494879,
8515994609,31.2273628,121.4392177,
8515994612,31.2274252,121.4402601,
8780148338,31.2084205,121.4876948,
8797267169,31.251099,121.4912728,traffic_signals
8797267170,31.2512242,121.4911929,traffic_signals
8797267173,31.2520351,121.4930572,traffic_signals
8797267176,31.252754,121.4951381,traffic_signals
8797267177,31.2528156,121.4953241,traffic_signals
8797267180,31.253723,121.4976821,traffic_signals
8797267181,31.254494,121.4995096,traffic_signals
8797267182,31.2551273,121.5010841,traffic_signals
8797267184,31.2560507,121.5035747,traffic_signals
8797267190,31.2566002,121.504858,traffic_signals
8797267195,31.2587339,121.5072867,traffic_signals
8797267196,31.2599808,121.508645,traffic_signals
8797267197,31.2600904,121.5087707,traffic_signals
8797267203,31.2566956,121.5050081,traffic_signals
8797267204,31.2578653,121.5063676,traffic_signals
8836021688,31.2362744,121.5087095,
8836021694,31.2372239,121.5045436,
8836021696,31.2371499,121.504793,
8836021698,31.2369637,121.5049912,crossing
8855781207,31.2415546,121.5052215,
8868031248,31.246312,121.4613622,
8868031256,31.2462147,121.4613599,
8872379008,31.2479267,121.455073,
8872401317,31.2475131,121.4473383,motorway_junction
8872744861,31.2475604,121.4693034,
8872744874,31.2471334,121.4684138,motorway_junction
8872744886,31.242464,121.4588096,motorway_junction
8872744887,31.2500593,121.4584504,motorway_junction
8872744893,31.2435382,121.4585003,
8872745623,31.2478884,121.4542086,
8872745633,31.2478921,121.4518753,
8895364633,31.2363198,121.5022221,
8927288192,31.2513302,121.503068,
8941676949,31.2631768,121.4895796,
8955354774,31.2260841,121.4646942,traffic_signals
8955354775,31.2261688,121.4649003,traffic_signals
8983232428,31.2142581,121.4663083,
9024721898,31.2097766,121.4691094,
9024721900,31.2056851,121.4703274,
9024721917,31.2141322,121.4666642,
9024721934,31.2188602,121.4665026,
9061529031,31.2130151,121.5068847,traffic_signals
9061529032,31.212135,121.508855,
9113972357,31.217235,121.4837316,
9113972359,31.2179875,121.4850419,
9148426414,31.2454477,121.4456745,
9148433618,31.2459213,121.4471542,
9148503145,31.2601047,121.4942246,
9227014875,31.218396,121.5030716,
9268761642,31.2450835,121.4570404,traffic_signals
9268761645,31.2449938,121.4576284,traffic_signals
9268761646,31.2449636,121.4580456,traffic_signals
9268761650,31.244228,121.4611791,
9268761653,31.2437598,121.4639131,
9268761654,31.244966,121.4580125,traffic_signals
9268761655,31.2438943,121.463867,
9268761659,31.2439207,121.4628552,
9268807306,31.2441032,121.4654479,
9268807308,31.2440123,121.4654677,
9268807309,31.2441655,121.4669184,
9268807315,31.2441827,121.4670635,
9268808017,31.2442959,121.4679798,
9268808018,31.2446783,121.4700882,
9268808019,31.2451032,121.4716649,
9268808028,31.2452729,121.4740219,
9268808029,31.2454359,121.4757444,
9269522770,31.2123283,121.4433584,traffic_signals
9269522772,31.212486,121.4453663,
9296331113,31.2462872,121.462485,
9296371118,31.2485386,121.4660015,
9296371119,31.2485316,121.4660006,
9296371120,31.2485327,121.4659922,
9339213751,31.2361432,121.4537449,
9339213757,31.236758,121.4525717,
9339213759,31.2379134,121.4529497,
9339213789,31.2367854,121.4526504,
9339213790,31.2374636,121.4531874,
9339213791,31.2363937,121.4541605,
9366918597,31.2279716,121.4607204,
9381975866,31.2367007,121.4813189,
9381975868,31.2366656,121.4811841,
9381975886,31.2355839,121.477308,
9381975888,31.2352563,121.4764234,
9381975891,31.2347386,121.4749687,traffic_signals
9381975893,31.2335063,121.4717731,
9381975894,31.2335565,121.4719013,
9381975895,31.2333002,121.471899,
9381975896,31.2333736,121.4720236,
9381975897,31.2332625,121.4720963,
9381975898,31.2331912,121.4719742,
9503866675,31.2159658,121.4296647,
9509790227,31.254235,121.431415,
9513206651,31.1944775,121.475713,
9630984931,31.2393209,121.464734,
9630984932,31.2387625,121.4632136,
9630984933,31.2392335,121.4644959,
9630984936,31.2384589,121.4633707,
9630984938,31.2391273,121.4637984,
9630984939,31.2390011,121.4638633,
9630984940,31.2386223,121.4632861,
9630984941,31.2390958,121.4645649,
9630984942,31.2389412,121.464645,
9630984943,31.2388624,121.4639345,
9630984944,31.2385585,121.4636286,
9630984946,31.2386466,121.464792,
9630984947,31.2384211,121.4636995,
9630984948,31.2388065,121.4647122,
9630984949,31.2388999,121.4649454,
9630984952,31.2387326,121.4650294,
9630984956,31.2384038,121.4632361,
9722149118,31.2220762,121.4340784,
9722149119,31.2219213,121.4342178,
9722149122,31.2225255,121.4346469,
9722149123,31.2219203,121.4334455,
9722149132,31.2151515,121.4261064,
9726991350,31.2181309,121.4767892,
9768668960,31.2049838,121.4582604,
9768668961,31.2052941,121.4596721,
9774996972,31.1991502,121.4400565,traffic_signals
9775005118,31.2017676,121.4384972,
9775005120,31.217254,121.4438953,traffic_signals
9775005121,31.2155605,121.4445245,traffic_signals
9775005122,31.2161712,121.4442528,traffic_signals
9775024281,31.2203597,121.4419913,
9775024282,31.2144534,121.4450169,traffic_signals
9775061983,31.2195718,121.442786,
9775460322,31.1993583,121.4726587,traffic_signals
9775460323,31.1994566,121.4725122,
9775460326,31.2012066,121.4719302,traffic_signals
9775460328,31.202563,121.4714366,
9775460332,31.2012839,121.4722718,traffic_signals
9776199196,31.2193712,121.4738774,traffic_signals
9776973406,31.2091671,121.4625407,traffic_signals
9776973408,31.2072278,121.4630064,traffic_signals
9776973409,31.2070744,121.4629635,
9778574563,31.2595854,121.4730332,
9778574564,31.2573454,121.4724427,
9778574567,31.2559523,121.4721714,
9778574568,31.255623,121.4723371,
9778574569,31.2551281,121.4724777,
9778579364,31.2578611,121.4725924,
9778602876,31.2617769,121.4741637,
9778612020,31.2563844,121.4721883,
9778632893,31.2014152,121.4861835,
9778632894,31.2011838,121.4862096,
9778864459,31.2408396,121.4736606,
9778864462,31.2410947,121.4745062,
9778896945,31.2561757,121.4999536,
9778896950,31.2556317,121.4988947,
9778896952,31.2551844,121.496911,
9778999115,31.2396106,121.4469237,
9779033929,31.2360145,121.4538174,
9779033930,31.2362472,121.4542415,
9779034051,31.24741,121.4460156,
9779034052,31.2474413,121.4462534,
9779034688,31.2461993,121.4408197,
9779037830,31.2470806,121.4460631,
9779038018,31.2410728,121.4499507,
9779038117,31.2385935,121.4564913,
9779038121,31.2393254,121.4576022,
9795218094,31.2283761,121.4950577,
9795218095,31.2286594,121.4953778,
9804298440,31.2323669,121.4290249,
9808097990,31.2126051,121.4673953,traffic_signals
9808097997,31.2127118,121.4676259,traffic_signals
9808125071,31.2331293,121.4621912,
9808125072,31.2332494,121.4622513,
9808125077,31.234842,121.4618744,traffic_signals
9808125079,31.2333825,121.462151,
9808129460,31.2058676,121.4702201,traffic_signals
9808129461,31.2057714,121.4702404,
9808129462,31.2059939,121.4701934,
9808129463,31.2075431,121.4695092,
9808129464,31.2077206,121.4695605,
9808129466,31.2081825,121.4693954,traffic_signals
9808129467,31.2082111,121.4693811,traffic_signals
9808129471,31.2082413,121.4696196,traffic_signals
9808129472,31.2082321,121.4696238,traffic_signals
9808133561,31.234606,121.4623736,
9808133562,31.23355,121.4625905,
9808133563,31.2334331,121.4624982,
9808151126,31.2070523,121.4701988,
9808151127,31.2068503,121.4701647,
9808151128,31.2068682,121.470236,
9808151129,31.2067429,121.4702025,
9808151131,31.2064241,121.4703289,
9808152568,31.2248951,121.466211,
9808152569,31.2248669,121.466437,
9808152571,31.2208991,121.4670486,traffic_signals
9808152573,31.2193594,121.4665226,
9808152574,31.2194494,121.4666406,
9808152577,31.2188596,121.4664504,
9808153130,31.2431881,121.4215211,
9808153137,31.2443148,121.4246501,
9809114503,31.2646332,121.4557224,
9809114509,31.2637594,121.4561614,
9809114511,31.263012,121.456883,
9811796772,31.19377,121.4604728,traffic_signals
9811796773,31.1938637,121.4606136,traffic_signals
9811801912,31.2347819,121.456677,
9811815208,31.2148083,121.4609368,
9811831208,31.2494299,121.4482546,
9811831212,31.2478955,121.4490339,
9811834797,31.2374953,121.4555929,
9811834798,31.2365956,121.4560224,
9811846419,31.2375761,121.4556483,
9811846420,31.2366258,121.4560997,
9811846421,31.2366608,121.4561918,
9849380282,31.2119307,121.4200605,
9849380283,31.211894,121.4204024,
9849380284,31.2122118,121.4217175,
9849402407,31.2181697,121.4317474,
9849402408,31.2182685,121.4316642,
9849402409,31.2178455,121.4313181,
9849402410,31.2179423,121.4312112,
9849402411,31.2170695,121.4303244,
9849411472,31.2125721,121.4240608,
9849412119,31.2124992,121.4245465,traffic_signals
9849412122,31.2120188,121.4230199,
9849412124,31.2120694,121.4235835,
9850853701,31.1992218,121.4731181,
9850853702,31.1991918,121.4730218,
9850853703,31.1990816,121.4726616,traffic_signals
9850853706,31.1979483,121.4692893,traffic_signals
9850899082,31.1992402,121.4725967,
9850899086,31.1995981,121.4733636,
9850899088,31.1994905,121.4730117,
9850899089,31.1994798,121.4731988,
9850907376,31.1988921,121.4723928,
9850907377,31.1988494,121.4719676,
9850907380,31.2012454,121.4789676,traffic_signals
9850907381,31.2011977,121.4789183,
9850915737,31.1994112,121.4729931,traffic_signals
9850915738,31.2005842,121.476551,traffic_signals
9850948134,31.1976785,121.4686096,
9850948138,31.196231,121.4650112,
9850948144,31.1964823,121.4648925,
9850948148,31.1990367,121.4719755,
9850948149,31.1992616,121.4723582,
9854768349,31.2202153,121.4418035,
9854768353,31.2207652,121.4416698,
9854775342,31.2146185,121.4449435,
9854775343,31.2147728,121.4453672,
9854904492,31.2544092,121.4589874,
9854904494,31.255473,121.4589916,traffic_signals
9854904496,31.2561748,121.4590357,
9855497968,31.2569658,121.4593452,
9855498273,31.2619436,121.4571994,
9855498276,31.2597158,121.4588722,traffic_signals
9855498279,31.2579195,121.4590862,
9855500637,31.2586929,121.4590656,traffic_signals
9855500640,31.2571814,121.4590234,
9855500641,31.2586407,121.4593218,
9855500642,31.2584883,121.4592457,
9855500645,31.2586882,121.4592338,traffic_signals
9855500740,31.260564,121.4583994,
9855500741,31.2618301,121.4574952,
9855500745,31.2607238,121.4584467,
9855943374,31.2564308,121.5094905,
9856086334,31.2593549,121.4426726,
9856086335,31.2594127,121.4425142,
9856086336,31.259199,121.4415369,
9856086337,31.2590894,121.4410321,
9856094032,31.2608069,121.4493204,
9856094034,31.2593944,121.4428811,
9856094035,31.2591372,121.4415488,
9856097249,31.2629296,121.4569557,traffic_signals
9856097253,31.2637447,121.459175,
9856105634,31.2590349,121.4408027,
9857828743,31.2258564,121.4522157,traffic_signals
9865576595,31.2533786,121.4842899,
9873784962,31.2230087,121.4200418,
9873790623,31.2244683,121.4216809,
9873790624,31.2236658,121.4206736,
9875679676,31.2239417,121.4992225,
9881155266,31.2489317,121.4484047,
9881155267,31.2489943,121.4485132,
9905601355,31.2202649,121.4700603,traffic_signals
10074912648,31.1981867,121.457874,traffic_signals
10081961819,31.2638646,121.5048965,
10222316783,31.1947993,121.4950736,traffic_signals
10222316784,31.1948822,121.4950032,traffic_signals
10222346879,31.2032199,121.4430643,
10222346880,31.2017512,121.4434162,
10224406478,31.2400038,121.4241004,
10235748330,31.2372578,121.5047749,
10235757611,31.2363534,121.5084074,
10235759614,31.2470564,121.4581159,traffic_signals
10258151855,31.2634803,121.4651432,
10258151856,31.2624554,121.4661885,
10258151858,31.2640167,121.465174,
10277914065,31.2409093,121.5092877,
10277943030,31.241097,121.5097357,
10289629944,31.2066416,121.5097977,
10296345166,31.212921,121.4752484,
10296369829,31.2364031,121.4615945,
10296369831,31.2357258,121.4594396,
10296369833,31.2355445,121.4587331,
10296369834,31.2357264,121.4563009,
10296369835,31.2357516,121.4563784,
10740120102,31.2307472,121.481522,
10747955277,31.2109767,121.5081474,traffic_signals
10747956300,31.2109434,121.5082769,traffic_signals
10747961682,31.2056483,121.5060467,traffic_signals
10758463447,31.2126447,121.4754689,
10947958446,31.2257966,121.4510829,
10948122078,31.2001452,121.4756071,motorway_junction
11073666283,31.2559211,121.4404177,
11104555718,31.2372066,121.4683438,
11152438014,31.2382261,121.4825058,traffic_signals
11160103314,31.225835,121.4781801,
11171149409,31.2602259,121.4451799,
11199559676,31.2094407,121.4912362,
11209737402,31.1993056,121.4727482,
11221442869,31.2264166,121.4642762,traffic_signals
11224164202,31.1965144,121.4649508,
11224164206,31.1959128,121.4636126,
11224178194,31.2004465,121.4766179,traffic_signals
11224178195,31.1997763,121.4727979,
